Id,hate_speech,offensive_language,neither,clean_tweet,,,
20143,0,1,0,rt feelings are a bitch to fucking control,,,
20144,0,1,0,rt itaint b message to the homies dont blow a good girl having hoes is childish in the end they do nothing for you either,,,
20145,0,1,0,rt itaint b miami isn t a good city at all don t believe the shit you see on tv that city is trash,,,
20146,0,1,0,rt only a black man can make you feel inferior to a hoe with a 2 0 gpa and no future simply because she has a fat ass and 8230,,,
20147,0,0,1,rt redskins gonna win and thats all im saying for the night,,,
20148,0,0,1,rt shhhh 8230 wrap yourself around me let me kiss the bruises on your heart lick your unhealed wounds and taste the raw wild ho 8230,,,
20149,0,1,0,rt tbt with these bitches glad i met these fucks 530 gentleman friend 128563,,,
20150,0,1,0,rt 530 you bitch benito i thought i was the only one,,,
20151,0,1,0,rt 530 niff yaya nick when the men are talking sit your bitch as in the corner and listen to this grown fo 8230,,,
20152,0,0,1,rt i held you like a baby bird 128546 and now you come at me like this these friends ain t loyal 128546 128557,,,
20153,0,1,0,rt like no bitch you didn t make the cut 128075 128129,,,
20154,0,1,0,rt i ll send dick pics to your bitch quick,,,
20155,0,1,0,rt jack welcome to dallas nawfside texas don t come with no hoe shit nigga this texas you will get murdered,,,
20156,0,1,0,rt 8220 bj what yall up to 8221 8226 beatin my meat on facetime wit a bad bitch,,,
20157,0,1,0,rt talking about you hate men and done with penis but go get you a manly looking chick that uses a strap on bitch stfu,,,
20158,0,1,0,rt lil bitch you ain t know you can never score from the sideline hoe,,,
20159,0,1,0,rt cutthroat scrooge mrs harden be blowin me i be wanna snap on her ahh i had that bitch freshmen year damn nea caught a 8230,,,
20160,0,0,1,rt treasure for the last few weeks my name been cripple 128555 9855 65039,,,
20161,0,1,0,rt rt rt bow wow look like the stress of saving a hoe is wearing him down,,,
20162,0,1,0,rt just cause somebody put bad in front of it yall okay with being called a bitch,,,
20163,0,1,0,rt my entire school you don t talk much me beause you re all cunts,,,
20164,0,1,0,rt when you eat food that s too hot and start breathing like a retarded dragon,,,
20165,0,1,0,rt any bitch that tell you i normally don t do this get ready for the best head pussy you ve ever got,,,
20166,0,1,0,rt bitch for who gap rt i m a model yall bitches can t tell me nothin,,,
20167,0,1,0,rt bitches hate kim k amp bring up she sucked dick too get famous yall bitches suck dick amp barley get a text back soooooo 8230,,,
20168,0,1,0,rt i don t have no girlfriend side bitches main chick hoes i just got a ex i want back,,,
20169,0,1,0,rt niggas drop outta high school amp get a job at mcdonalds talkin bout on my grind lmao okay grind me up a oreo mcflurr 8230,,,
20170,0,0,1,rt when yo phone go off in class amp the teacher say turn that trash off but it s one of the songs on yo mixtape,,,
20171,0,1,0,rt you bitches are so inconsiderate smh,,,
20172,0,1,0,rt you get drunk with a bitch and u try and grab her ass she get all offended well excuse me bitch i thought u were a hoe,,,
20173,0,1,0,rt bitches cant finish a 6 inch sub but want a 13 inch dick,,,
20174,0,1,0,rt i text my ex while she was with her bf so they can fight i was like you looked cute today amp i aint seen the bitch in 8230,,,
20175,0,1,0,rt pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga wi 8230,,,
20176,0,1,0,rt big sean is 5 7 and 159 pounds yet he calls everyone lil bitch you the lil bitch sean you the lil bitch,,,
20177,0,1,0,rt bob marley wrote about peace but all you hoes remember him for is smoking a blunt,,,
20178,0,1,0,rt how to deal with cyber bulling 1 log out 2 go outside 3 that s it stop being a pussy,,,
20179,0,1,0,rt still trying to hit this hoe 128133 128133 128133 128133,,,
20180,0,1,0,rt looking thru my yearbook i don t think i ve done that since my graduation this book got some hoe ass niggas in it i forgot 8230,,,
20181,0,1,0,rt rt hispanic women just have the great pussy and wife skills white girls own the dick sucking and black chicks ca 8230,,,
20182,0,1,0,rt trent richardson so trash,,,
20183,0,1,0,rt amy bitches i call myself fat amy so twig bitches like you don t call me it behind my back,,,
20184,0,1,0,rt amy bitches i m not always a bitch sometimes i sleep,,,
20185,0,1,0,rt flashy bitch bitches be like go talk to ya other bitch bitch you is my other bitch,,,
20186,1,0,0,rt thirst that nigger made the shit out of my coffee,,,
20187,0,1,0,rt who remembers this bitch 128514 128557,,,
20188,0,1,0,rt made homemade chili and cornbread for dinner and watching supernatural with my fave boys happy saturday bitches http 8230,,,
20189,1,0,0,rt pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that 128175,,,
20190,0,0,1,rt uncle charlie and nem lol,,,
20191,0,1,0,rt bitch got me acting crazy as hell lately,,,
20192,0,0,1,rt the knicks are still trash melo signed for the money he don t even care about being on a good winning team,,,
20193,0,1,0,rt these hoes don t give a fuck if you got a girl or not,,,
20194,0,1,0,rt lol rt wait a minute i 8217 m seeing mad dope costumes yall stop trying to steal halloween back from the hoes,,,
20195,0,0,1,rt msm can raheel mock propphet muhammad in same way as he mocked lord ram and sita 8230 will he apologise 8230,,,
20196,0,0,1,rt neo i am a strong believer that birds of a feather flock together,,,
20197,1,0,0,rt yay for america amp israel we put in more jew hating muslim trash into our government pathetic amp sickening,,,
20198,1,0,0,rt this nigga is a fuckin faggot,,,
20199,0,1,0,rt flowz thot is a childish word 128076 grow up and call that bitch a hoe 128514,,,
20200,0,0,1,rt goes to yankee candle buys beer scented candle goes home lights it waits for a boyfriend,,,
20201,0,1,0,rt personality rt how fat bitches be in relationships before the pretty women let s see the answers lol 128064 128064 128064,,,
20202,1,0,0,rt lopez lo520 but you re still a faggot,,,
20203,1,0,0,rt niggers are so ignorant,,,
20204,1,0,0,rt montana 8220 the bromance between pat and ant is real 8221 fuck that faggot,,,
20205,0,0,1,rt whipped,,,
20206,0,1,0,rt now i gotta ask bitches for nudes on facebook 128530,,,
20207,0,1,0,rt bitches about to start that new year new me bullshit you can t undo the numbers on that pussy thoo,,,
20208,0,1,0,rt alright i ll meet you there 128076 and im not a fag in fact brian don t give her shit,,,
20209,0,1,0,rt bitch you ain t getting none tho 128514 8220 i like big butts so i can grab them 8221,,,
20210,0,0,1,rt cookies n cream oreo fudge ice cream,,,
20211,0,0,1,rt oreo cheesecake bars,,,
20212,0,0,1,rt oreo ice cream cake,,,
20213,0,0,1,rt oreo ice cream sandwiches,,,
20214,0,0,1,rt oreo cheesecake bites,,,
20215,0,0,1,rt reasons to be a mermaid no periods no pants perfect hair u get to lure men into their death also free clam bra,,,
20216,0,0,1,rt when other girls wear beanies they look cute amp stylish but when i wear them i look like a member of a drug cartel who sel 8230,,,
20217,0,1,0,rt the reason high school is so fucking hard is because ned never made a guide for anything past 8th grade you feel me fuck 8230,,,
20218,0,0,1,rt obama says he 8217 s 8220 irritated 8221 but 8220 does not feel repudiated 8221 after losing senate video awwwww ho 8230,,,
20219,0,0,1,rt if your girlfriend is taller than you it s her responsibility to take the trash out amp fight off anyone that breaks into you 8230,,,
20220,0,1,0,rt 8220 kiara has small chubby fingers 8221 bitch 128514 128514 128514 128514,,,
20221,0,1,0,rt i ve noticed that it mostly be the bitches whose hair don t even reach their shoulders that talk the most shit,,,
20222,0,1,0,rt that bitch ugly rt daughter,,,
20223,0,1,0,rt bruh chichi go months to years without seeing me and she still the bae you basic ass bitches can t go 2 missed calls with 8230,,,
20224,0,1,0,rt don t get spirit bombed lil nigga rt dragonball z trash debate me if you want,,,
20225,1,0,0,rt when niggas ask me where the hoes at,,,
20226,0,1,0,rt meth brownies,,,
20227,0,1,0,rt kingwalt bruh don t do this rt 8220 w93 females swear their best friend is the baddest bitch in the world 8221,,,
20228,0,1,0,rt ms brenduh got kicked out of aa classes bc i laughed at a guy and called him a pussy for blacking out every time he drank,,,
20229,0,1,0,rt nydiamarie fuck your bitch make her call me papi 128586 128527,,,
20230,0,1,0,rt like damn sorry i m not a girl that hoes around and has sex with 20 billion guys,,,
20231,0,1,0,rt don t forget how nikko was digging in her booty rt sex tape gave her a head bigger than that pussy and for 8230,,,
20232,1,0,0,rt splash did u call me a bitch i said you were acting like one so you just called me one nigga shut up bitch,,,
20233,0,1,0,rt splash if a guy flirts with ya girl that s just niggas being niggas if she flirts back she a hoe,,,
20234,0,1,0,rt splash if you gotta talk shit about another nigga to get pussy you weaaak,,,
20235,0,1,0,rt you wonder why i call you bitch you wonder why i call you bitch 2pac,,,
20236,0,0,1,rt feb 2015 jordan 4 retro remastered oreo 314254 003,,,
20237,0,1,0,rt 1 good girl is worth 1000 bitches,,,
20238,0,1,0,rt check out joy and pain my nicca yung jay mme1636 blackkingz,,,
20239,0,1,0,rt jus know s o to my nicca yung jay bkent mme1636,,,
20240,0,0,1,rt you may be redneck if you put steak seasoning on popcorn,,,
20241,0,1,0,rt she gay 128109 he gay 128108 she a hoe 128129 she pregnant 128124 he sell drugs 127811 they smoke weed 127811 they drunk 127866 who cares leave people alone its 8230,,,
20242,0,0,1,rt yanks walk off win 128591,,,
20243,0,1,0,rt that hoe over there,,,
20244,0,1,0,rt know the bitch before you call yourself lovin it niggas prolly been fuckin it,,,
20245,1,0,0,rt jen 2014 my old man has a white galaxy phone cuz he s a fag,,,
20246,0,1,0,rt jen 2014 my pussy is totes adorbs when she jumps on my bed with litter stuck to her the cat is fucking annoying when she does it,,,
20247,0,1,0,rt started off wit nuttin i was hungry now i got a couple niggas bitches who want me,,,
20248,0,0,1,rt where has this been all year but still firecashman yankees,,,
20249,0,1,0,rt need a down bitch to bring me pizza,,,
20250,1,0,0,rt the fox says you re a cunt,,,
20251,1,0,0,rt you other niggas a call up a bitch to fight a bitch naw not me i m whomp that trick so she can feel where i m coming from,,,
20252,0,1,0,rt 2014 it ain t nothin to cut that bitch off 128129,,,
20253,0,1,0,rt 128563 keyair angels amp female party promoters are not for me most party promoters are hoes amp them angel bitches are 8230,,,
20254,0,1,0,rt lmao poor pussy,,,
20255,1,0,0,rt 8220 you re a faggot 8221 you re a texas fan,,,
20256,0,1,0,rt 8220 not looking for love one day it ll find me until then 8221 keep fuckin dese hoes 128540 yolo 128553 128514 i ain 8230,,,
20257,0,0,1,rt thanks carolina fans 4 the flipped birds few bottles to the head sticks n stones may break my bones but aluminum zimas will 8230,,,
20258,0,1,0,rt ikno niggas talk more than bitches these days outdoorpoolparty today,,,
20259,0,0,1,rt happy birthday take a spin in that yellow coupe shutemdown,,,
20260,0,1,0,rt you got niggas and i got bitches but i want you pnd,,,
20261,0,1,0,rt tv wrestling villains must lie selectively be a coward be a bully when they can gain unfair advantages bitch amp moan amp disre 8230,,,
20262,0,0,1,rt there s coon classic r kelly usher and then there s classic stevie wonder prince not that there s anything wrong with 8230,,,
20263,0,0,1,rt kickin trash cans on the golf cart yeeyee,,,
20264,0,1,0,rt kwest b in da pussy 2 mins like,,,
20265,0,1,0,rt kwest is lupe fiascos retarded illegitimate son,,,
20266,0,1,0,rt kwest i dnt trust bitches who think they shud b on bad girls club,,,
20267,0,1,0,rt kwest ima buy dat bitch a jump rope bitches live jumpin 2 conclusions,,,
20268,0,1,0,rt leche14 a relationship does not stop a hoe from being a hoe,,,
20269,0,1,0,rt bitches will tell you it s all about the angles 128129 rt 8220 van watching my bitch take 25 selfies just to get that right 1 8221,,,
20270,0,0,1,rt alec baldwin mocks harris perry 8216 if i cry will i be forgiven all my transgressions 8217 via 8230,,,
20271,0,1,0,rt you re an annoying cunt,,,
20272,1,0,0,rt well maybe you re a whore you stupid ugly homeless bitch,,,
20273,0,1,0,rt nipples thanks bitch,,,
20274,0,1,0,rt so damn stupid someone needs to sit that bitch down amp explain to her that communism is a p 8230,,,
20275,0,1,0,rt cuddle with me and tell me i m beautiful i m a needy bitch,,,
20276,0,1,0,rt y all bitches who hit up the mall looking for new clothes need to hit up the gym 128514 128514 128514 those escalators not cutting it 128514 128514 128514,,,
20277,0,1,0,rt this is so stupid 128514 rt how you gone wife a bitch that let niggas lick on her head in public,,,
20278,0,1,0,rt no 9981 65039 for you hoes,,,
20279,0,1,0,rt bought that hoe a tomb stone since she s dying for attention 128529 r i p bitch 128128,,,
20280,0,0,1,rt after 4 hours and almost 8 pages i want to slit my wrists but i guess ill just settle for sleep,,,
20281,0,0,1,rt basedgod never go full retard,,,
20282,1,0,0,rt do you ever just see someone s account and think wow what a faggot but at the same time you can t unfollow bc u can t m 8230,,,
20283,0,1,0,rt 8220 when mr krabs sold spongebob out for 62 cents thats when i knew hoes ain 8217 t loyal 8221 realist shit i ve seen 128548,,,
20284,0,1,0,rt i m out this bitch too 128514 9996 65039,,,
20285,0,0,1,rt we don t luv deez hoes 128527,,,
20286,0,1,0,rt you can only call the janoskians faggots if you re a janoskianator,,,
20287,0,1,0,rt me me pick me rt who is a bigger twat james blunt or robin thicke,,,
20288,0,1,0,rt here i am ready to rant about gfs and dogs and tears and women who cant handle their liquor and get jealous of club hoes a 8230,,,
20289,0,0,1,rt denver tv airs clip of digging through trash in ghetto aurora to put black and mexican ballots to good use 8221,,,
20290,0,1,0,rt i m on my straight grizzly so why would i buy you a gay ass teddy bear bitch you re already bi polar,,,
20291,0,1,0,rt you re a bitch and nobody likes you,,,
20292,0,1,0,rt these hoes be twerkin for birkin poppin coochie for gucci bustin wide for that prada bendin over for louis,,,
20293,0,1,0,rt 3 8220 ugh he s mine bitches he s mine amp mine only that s my baby my man just know amp be aware that s me 8221 128079 128079 128079,,,
20294,0,1,0,rt shouldn t be at the club rt i done been in the club and saw bitches reject a dance because they had a man as 8230,,,
20295,0,1,0,rt 54 and apparently i sound like a country hick perks of being from kentucky,,,
20296,0,1,0,rt brandon s a dumb fat chunky whore,,,
20297,0,1,0,rt all you do is fucking bitch,,,
20298,0,1,0,rt carrabis mike napoli is the toughest son of a bitch i ve ever known,,,
20299,0,0,1,rt charlie rose can you coexist with israel meshal not as occupiers after that national consensus will decide not ha 8230,,,
20300,0,1,0,rt if there was an invisible celestial judge who killed those who spew hate on palestinians celebrities amp politicians would 8230,,,
20301,0,1,0,rt hi can i buy you a margarita sure so i like the way your barstool shows off your clam,,,
20302,0,1,0,rt just wanna put food in bitches pussy and take cool pictures don t get why bitches don t like food in their pussies,,,
20303,0,1,0,rt lol at the bitches that act like they single but now have to post pictures with they nigga hahaha,,,
20304,0,1,0,rt it s your girls friends that you gotta watch out for those the bitches that be tryna encourage her to leave you,,,
20305,0,1,0,rt you re a faggot if you ever had the kim possible bbm notification,,,
20306,0,0,1,rt winning browns cle clevelandfans clevelandpride clevelandbrowns clevelandsports browns brownie 8230,,,
20307,0,1,0,rt a hoe is gonna be a hoe no matter what,,,
20308,0,1,0,rt girls will ignore your text messages then get bothered when you give other bitches attention,,,
20309,0,1,0,rt nuts quote this with a funny caption niggas gotta hit their side bitch with this in th 8230,,,
20310,0,1,0,rt nothing will stop a hoe from going to the club,,,
20311,0,1,0,rt if you thought mansion elan was crazy with migos wait til boosie amp yo gotti shut that bitch down tonight,,,
20312,0,1,0,rt this is how you eat pussy repeat after me,,,
20313,0,1,0,rt all these girls saying nobody can put em up with em dont no nigga want a bitch as a girlfriend fix that shit,,,
20314,0,1,0,rt 128514 mfz in this bitch sellin chicken wings amp fries,,,
20315,0,1,0,rt 8220 next person i see tweeting that bitch shitting on herself im unfollowing you 8221,,,
20316,0,1,0,rt tee92 8220 bliss this ghetto jeopardy shit wack 128533 8221,,,
20317,0,1,0,rt my babies pussy is too tight today,,,
20318,0,1,0,rt rt if you a hoe,,,
20319,0,1,0,rt bravo they renamed that bitch the yacht club,,,
20320,0,1,0,rt she my lowkey bitch the one i ride lowkey with,,,
20321,0,1,0,rt 8220 not playen that side niggah shit with mine 8221 omm,,,
20322,0,1,0,rt if you gotta nigga or bitch please stay out my dm s i m tired of y all taken girls,,,
20323,0,1,0,rt gee96 dumb bitches,,,
20324,0,1,0,rt my hoe phase is over,,,
20325,0,1,0,rt you always ugly to a bitch that don t like you 128564,,,
20326,0,1,0,rt can t put my trust in no bitch,,,
20327,0,1,0,rt can t trust none of these hoes,,,
20328,0,1,0,rt if a hoe give my lil sista a eye like that she betta call me so we can go jump the bitch 128514 128514 128514 128514 128514,,,
20329,0,1,0,rt wat type of bitch ass nigga rape a innocent female,,,
20330,0,1,0,rt if you hate me i dont care new flash bitch i dont live to please you aha,,,
20331,0,1,0,rt blow i can t never keep no bitch cause i put them hoes out,,,
20332,0,1,0,rt please pornstars stop saying fuck that tight pussy,,,
20333,0,0,1,rt jsu coach omar johnson it s what u do against the ball u throw it hit it catch it doesn t matter if the yankees are 8230,,,
20334,0,1,0,rt i just wanna know when are we gonna go fuck shit up amp go fuck up bitches 128514 128536 128521,,,
20335,0,0,1,rt clever rt watch burfict make the hit and then mock officials by throwing a flag on himself,,,
20336,0,1,0,rt choke on this bitch 8 128074 d,,,
20337,0,1,0,rt a woman just yelled at me cause i m drinking a beer at 11 am bitch i m on fucking vacation,,,
20338,0,1,0,rt garcia13 8220 mygirlfriendnotallowedto have milkshakes let that hoe bring one boy to the yard and watch what 8230,,,
20339,0,1,0,rt just when i thought justin bieber couldn t be anymore of a pussy he gets arrested in canada for fighting a person who 8230,,,
20340,0,1,0,rt 337 well bitch biology said rt who said 2 females can t make a baby together that s all me 128106,,,
20341,0,1,0,rt yah she was a hoe,,,
20342,0,1,0,rt i don t care how much i hate a girl i ll never call her a hoe bitch slut or any of that shit lol,,,
20343,0,1,0,rt media matters executive behind stoprush campaign blogged about 8216 trannies 8217 8216 homos 8217,,,
20344,0,1,0,rt rubi you swear youre down n the realest n you stay doing little bitch shit like that,,,
20345,0,1,0,rt burnt pussy lips 128514 128514 128514,,,
20346,0,1,0,rt on my way to fuck your bitch,,,
20347,0,1,0,rt 8220 fucking pussy that s why 8221 exactly let me the nigga were talking about 8230,,,
20348,0,1,0,rt jackie 128073 128072 bring it bitch,,,
20349,0,0,1,rt jackie 128073 128072 tiny jihadi,,,
20350,0,1,0,rt making every bitch feel important,,,
20351,0,1,0,rt 8220 u pretty but dat pussy got a 100 thousand miles on it book value all fucked up 128553 8221 128514 128514 128514 128514,,,
20352,0,1,0,rt real tears 128514 128514 8220 128557 128557 128557 128557 rt both these outfits trash but the dyke outfit got me weakkkkkkkk,,,
20353,1,0,0,rt we muslims have no military honour whatsoever we are sub human savages that slaughter unarmed men women amp children http 8230,,,
20354,0,1,0,rt was daddy still being an abusive rage a holic in hospice or just making doody in his diapers like a good fag h 8230,,,
20355,0,1,0,rt and for the record i think dan snyder is a cunt the hypocrisy of the nfl is just embarrassing at this point,,,
20356,0,1,0,rt sterling is a cunt my point is simply until everyone has privately taped conversations released shut the fuck up,,,
20357,0,1,0,rt the only thing more irritating than donald sterling being a cunt is adam silver continually apologizing for him,,,
20358,0,1,0,rt there is a gift shop at the 9 11 museum and they charge admission it s a mass grave you fucking cunts what a disgrace,,,
20359,0,1,0,rt mccloskey it s hard to be the bigger man when the other person is being such a cunt,,,
20360,0,1,0,rt mccloskey why does hawkeye have to be in the avengers he s such a pussy,,,
20361,0,1,0,rt all love my nig,,,
20362,0,0,1,rt santander deme gallo pinto con carne asadita madurito y una milca amor,,,
20363,0,1,0,rt santander these office hoes do not shut the fuck up with their fucking chisme,,,
20364,0,0,1,rt rivers charlie sheen will star in a new sitcom as an anger management therapist so what s next casey anthony as the owner of,,,
20365,0,1,0,rt back to these hoes tho,,,
20366,0,1,0,rt chillin w a couple of hoes that like hoes that like niggas that don 8217 t act like hoes,,,
20367,0,1,0,rt cuz soon as u start doing the wack cute shit w a hoe she 8217 s your girl 8230 really,,,
20368,0,1,0,rt i only be looking like i 8217 m fucking bitches 8230 i don 8217 t tho,,,
20369,0,1,0,rt i told y all side bitches w motives are more powerful than u think but i m sleep,,,
20370,0,1,0,rt i wonder if the hoes are gonna give halloween back to the children this year 8230,,,
20371,0,1,0,rt if i got hoes then i sure can 8217 t find where i put them lol,,,
20372,0,1,0,rt if u can 8217 t deal w what we go thru 8230 then i got bitches lined up i got an ego too,,,
20373,0,1,0,rt it 8217 s so unfair that the hoes get to dress up as hoes for halloween,,,
20374,0,1,0,rt my definition of bad bitch has changed drastically over the years,,,
20375,0,1,0,rt nigga can 8217 t even feel up on a bitch in a pic without the girl u fuckin getting mad smh,,,
20376,0,1,0,rt ok i gotta cut this carl thomas album off b4 i call my ex amp say fuck u u ruthless bitch lol,,,
20377,0,1,0,rt or the 8220 i was sleep 8221 curve really bitch u slept from 1am to 11pm huh smh,,,
20378,0,1,0,rt she 8217 s not a hoe cuz she had sex before bro lol,,,
20379,0,1,0,rt she 8217 s not a hoe cuz she 8217 s not attainable to u bro,,,
20380,0,1,0,rt so the woman i deal with is trying her best to make entertaining a bad word u be entertaining these bitches lol,,,
20381,0,1,0,rt the dating scene so wack out here dog 8230 shit super trash,,,
20382,0,1,0,rt these hoes gon find a way to wear some spandex i tell 8217 ya,,,
20383,0,1,0,rt u famous niggas ruined the game by jacking up the price on the pussy michael paul budden,,,
20384,0,1,0,rt women all over america are overstating the value of pussy,,,
20385,0,1,0,rt young attractive successful supportive faithful man w his own everything u think bringing solely pussy to the table is 8230,,,
20386,1,0,0,rt jameis winston is a nigger,,,
20387,0,1,0,rt tvc you can t be a hoe saying that another girls a hoe your both hoes it cancels each other out,,,
20388,0,0,1,rt 145 downloaded flappy bird 5 minutes ago it s already deleted,,,
20389,0,0,1,rt top tip of the day if you want to be inconspicuous at an elbow gig don t wear a yellow jacket,,,
20390,0,1,0,rt money clothes hoes and cars merica,,,
20391,0,1,0,rt saw some bitch texting and driving so i rolled down my window and hucked my beer at her johnny fuckin patrol keeping t 8230,,,
20392,0,1,0,rt yeah quit being a bitch about your back pop a few viagra and get your horny ass back to dominating holes o 8230,,,
20393,0,0,1,rt yeah kaepernick might have biceps like a greek god but the dude looks like he was conceived by a proboscis monkey http 8230,,,
20394,0,1,0,rt yeah start me as your flex player next week trick plays catching passes flipping the bird smashing asses should al 8230,,,
20395,0,1,0,rt bitch nigga lol,,,
20396,0,1,0,rt 51213 what was that you tweeted i can t concentrate enough to read it over all your sad looking boob and pussy pics men prob 8230,,,
20397,0,0,1,rt i was in a kik group once but we called it a party line and old charlie the barber was always hogging the calls,,,
20398,0,0,1,rt lester the parasitic spider monkey had 1 redeeming quality he ran the boat amp the boat attracted women only in c 8230,,,
20399,0,1,0,rt money over the best pussy,,,
20400,0,1,0,rt listen twitter just because 161 assholes just followed some stupid cunt does not mean i want to piss off with your fu 8230,,,
20401,0,1,0,rt porn star is fancy talk for professional hoe,,,
20402,0,1,0,rt fuck bitches get touchdowns,,,
20403,0,0,1,rt cheese crackers lacking,,,
20404,0,1,0,rt 128514 if you can fuck my bitch then she ain t my bitch 128080,,,
20405,0,1,0,rt when a bitch that once curved me now all up on my dick,,,
20406,0,1,0,rt i do not have bitch tits,,,
20407,0,1,0,rt crazy girlfriends usually love you longer amp got the best pussy,,,
20408,0,1,0,rt loyal pussy is best pussy cus u know that s all yours,,,
20409,0,1,0,rt this bitch got a real life hippo as a pet,,,
20410,0,1,0,rt i be in the pussy like,,,
20411,0,0,1,rt trib i wrote whole game story on how orpik shut down ovi two nights in a row many of you will mock this but he was really 8230,,,
20412,0,1,0,rt doe 128557 128557 128557 128557 128557 rt i love hood bitches god help me lmaoooo,,,
20413,0,1,0,rt 8220 8220 this bitch is garbage at gta 128557 128557 128557 128557 128557 128557,,,
20414,0,1,0,rt been trash xci the gay chris bosh jokes are getting old now,,,
20415,0,1,0,rt me fixing my car 10 000 the fade this hoe gone catch pricless,,,
20416,0,1,0,rt explaining to a girl how u don t have hoes,,,
20417,0,1,0,rt porn ads be convincing af click here and 30 bitches will appear in your bed you damn right ima click that shit nigga,,,
20418,0,0,1,rt when twitter rappers dm me their trash links,,,
20419,0,1,0,rt lorde 17 with a grammy amp bitches 14 with a std 128553,,,
20420,0,0,1,rt to help eliminate faking injury amp diving post game video review of dives amp give divers yellow cards after game wor 8230,,,
20421,0,1,0,rt best friend being a hoe yaaas hunty hoe it up slaaaayy stranger being a hoe you re so trashy you re what s wrong wit 8230,,,
20422,0,1,0,rt 8220 broke hoes always wanna argue u ain t ate all day were u get that energy from 128514 128514 8221 rt 128514 128553 128175,,,
20423,0,1,0,rt not scared to pepper spray a bitch hand gently resting on fanny pack,,,
20424,1,0,0,rt squeaky any bitch who need a crowd to fight is clearly easily influenced amp weak minded amp most likely will commit suicide 128514 128514,,,
20425,0,1,0,rt if a girl sit on your face and your nose goes into her pussy and she rides your nose like a bull she s a keeper,,,
20426,0,1,0,rt i love asking really hot skinny bitches when they re due,,,
20427,0,1,0,rt isurdaddy she need a man not no pussy boy,,,
20428,0,1,0,rt y all lucky dmx stopped makin music i d still be barking at these hoes foo,,,
20429,0,1,0,rt these hoes lying and olivia will get to the bottom of it scandai,,,
20430,0,1,0,rt 8220 this bitch possessed by the thot demon fucking dead 128128 128128 128128,,,
20431,0,1,0,rt this height shit aint cute at all yall some dumb hoes going out in public looking like jack and the bean stalk 128514,,,
20432,0,1,0,rt it ain t nuttin to cut that bitch off,,,
20433,0,1,0,rt lol aye watch to mouth you like when i mention you faggot,,,
20434,0,1,0,rt monroe scary told to come to her house to fight her and won t even open the door wtf scary ass hoe,,,
20435,0,1,0,rt rob bitches love my laugh lol,,,
20436,0,1,0,rt rob i ll throw a cheeseburger at her bitch ass,,,
20437,0,1,0,rt i don t splurge around no hoe no i don t shine in front of no bitch cus after she get off my dick i be like find the front 8230,,,
20438,0,1,0,rt that good pussy 128166 128049 comes with a smart ass mouth 128068 128069 amp a crazy ass attitude 128530 128175,,,
20439,0,1,0,rt 8220 ido karahn jus called her future baby a lil shit 128565 128565 128565 128514 128514 128514 128514 128514 8221 bitch tell the world why don t you 128530,,,
20440,0,1,0,rt 8220 who said you was cute 128035 8221 byeeee mad bitch 128530 come visit me,,,
20441,0,1,0,rt to every bug i have ever killed i am sorry 8230 sorry that ur bitch asses came into my house uninvited,,,
20442,0,0,1,rt when you die on flappy bird 128514,,,
20443,0,1,0,rt this time if you think i ve been an opinionated bitch lately just be glad i ve stayed quiet on 3 of the topics swirling around he 8230,,,
20444,0,1,0,rt duh karmas a bitch my nigga,,,
20445,0,1,0,rt all these hoes just want some attention,,,
20446,0,1,0,rt i walks in country kitchen restaurant to order take out this bitch come ask me table for one i look that lonely,,,
20447,0,1,0,rt messi refused to be subbed off are you kidding me so they took off neymar you little hobbit diva bitch,,,
20448,0,0,1,rt me too 8220 defiantly going to see that new planet of the apes tonight 8221,,,
20449,0,1,0,rt bring her round these slums yo hoe will get slayed,,,
20450,0,1,0,rt green rt 8220 abrupt 128564 128564 128564 lmfaooo girlfights ghetto ratchet bitch got pushed and played sleep 128553 128514 128557 128079 128557 128514,,,
20451,0,1,0,rt letmeknow dont no nigga want a broke bitch 128544 128079 128514 9996,,,
20452,0,0,1,rt charlie strong took the longhorn logos off his players helmets they have to earn it back 160 160 160 160 160 160 sport 8230,,,
20453,0,0,1,rt hun wrong social networking site rt 8220 chulo 666 lms for a good morning post and something extra maybe 8221,,,
20454,0,1,0,rt i can t handle no liquor but these bitches can t handle me,,,
20455,0,1,0,rt you the nigga in high school who got shoved into lockers and thrown into trash cans,,,
20456,0,1,0,rt mugga my bitch better lie to me more than 5 bodies and i cant stomach it ill fucking die,,,
20457,0,1,0,rt a bitch will say anything for attention,,,
20458,0,1,0,rt fucking with a bad bitch you gone need some money lil homie,,,
20459,0,1,0,rt i don t understand if all these hoes say they getting money why tf they on twitter with that childish shit bitch it s 20 8230,,,
20460,0,1,0,rt i finally realize that these bitches just wanna see me down wanna see me fall,,,
20461,0,1,0,rt i make bitches fly like peter pand tho,,,
20462,0,1,0,rt i need a new bitch,,,
20463,0,1,0,rt i need a real bitch,,,
20464,0,1,0,rt i only fw grown hoes,,,
20465,0,1,0,rt in 5 years these hoes ain t gone be shit but a dick head,,,
20466,0,1,0,rt jd told me i m to player to be with one bitch,,,
20467,0,1,0,rt lol got these hoes in they feelings,,,
20468,0,1,0,rt lol it s funny tho cuz every hoe that talk shit i nvm that shit ain t player,,,
